source,title,text,url
    h=d.documentElement,t=setTimeout(function(){h.className=h.className.replace(/\bwf-loading\b/g,"""")+"" wf-inactive"";},config.scriptTimeout),tk=d.createElement(""script""),f=false,s=d.getElementsByTagName(""script"")[0],a;h.className+="" wf-loading"";tk.src='https://use.typekit.net/'+config.kitId+'.js';tk.async=true;tk.onload=tk.onreadystatechange=function(){a=this.readyState;if(f||a&&a!=""complete""&&a!=""loaded"")return;f=true;clearTimeout(t);try{Typekit.load(config)}catch(e){}};s.parentNode.insertBefore(tk,s)
  })(document);
</script>

    <link rel=""preload"" href=""https://cdn.optimizely.com/js/17495660521.js"" as=""script"">
    <link rel=""preconnect"" href=""https://logx.optimizely.com"">
    <link rel=""stylesheet"" media=""all"" href=""/sites/default/files/css/css_hLbCqnjrQWXT7brq7CBS3bTsgHT4s6jtkwPXr7yYb-w.css?delta=0&amp;language=en&amp;theme=fox&amp;include=eJxLSkzOji_JB6IC_SQEOz4zOT9PJzk7NSWzJL8oPjE5Ob8oJTM_Tx_O0ksrys8rSc1L0UnLrwBqLU4FAGoVHYY"" />
<link rel=""stylesheet"" media=""all"" href=""/sites/default/files/css/css_Hw677zxe8YVnfjvzPgzeyp37RRBd0UWbuS-Eua-pMDQ.css?delta=1&amp;language=en&amp;theme=fox&amp;include=eJxLSkzOji_JB6IC_SQEOz4zOT9PJzk7NSWzJL8oPjE5Ob8oJTM_Tx_O0ksrys8rSc1L0UnLrwBqLU4FAGoVHYY"" />

    
    <script src=""https://cdn.optimizely.com/js/17495660521.js""></script>
  </head>
  <body>
    <noscript>
    <style>
    p, a, button, span, label, blockquote, th, tr, caption, h1, h2, h3, h4, h5, h6 {
      opacity: 1;
    }
  </style>
  <p class=""noscript"">JavaScript is currently disabled. Please <a class=""noscript-link"" href=""http://www.google.com/support/bin/answer.py?answer=23852"" target=""_blank"">enable JavaScript</a> for an optimal experience.</p>
</noscript>

    <a class=""btn btn_tertiary btn_bypass visually-hidden focusable"" href=""#main-content"">
  Skip to main content    </a>

    <div id=""app"">
      
        <div class=""dialog-off-canvas-main-canvas"" data-off-canvas-main-canvas>
    
  <banner-vue inline-template v-cloak :id=""331"">
  <div class=""banner banner_mediumBlue"" :class=""{ 'banner_first': first }"" v-if=""!dismissed"" role=""alert"">
          <a class=""banner-link"" href=""https://www.michaeljfox.org/VirtualRunWalk"">
        <div class=""banner-outer"">
      <div class=""container"">
        <div class=""banner-inner"">
          <button class=""banner-dismiss"" @click.prevent=""handleDismiss()"">
            <span class=""u-visuallyHidden"">Dismiss</span>
            
  <svg class=""icon icon_close-btn icon_16 icon_fillWhite""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#close-btn""></use>
  </svg>

          </button>
          <div class=""banner-content"">
                                      <div class=""banner-text"">
                Join the Virtual Run/Walk from June 19–21. Participate from anywhere, anytime to help fuel Parkinson's research. <em>Register now.</em> 
              </div>
                      </div>
        </div>
      </div>
    </div>
          </a>
      </div>
</banner-vue>

  










  

  
<header class=""header"" role=""banner"">
  <nav-vue inline-template v-cloak>
    <nav role=""dialog"" aria-labelledby=""main-nav-label"" aria-modal=""true"" ref=""navigation"">
      <div class=""nav"" :class=""{'nav_expanded': isExpanded}"">
        <div class=""nav-utility"">
          <div class=""nav-utility__btns"">
            
  <button class=""btn btn_utility hidden-sm-down js-modal-trigger btn-search"" data-modal-name=""search"">
      
  <span class=""txt txt_14 txt_17Lg txt_colorSlate6 hidden-lgplus-down"">Search</span>


        
  
  <svg class=""icon icon_search icon-search-button""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#search""></use>
  </svg>


    </button>


                          
  <button class=""btn btn_utility hidden-sm-down js-modal-trigger btn-email"" aria-label=""Email sign up"" data-modal-name=""newsletter-modal-form-general"">
      
  <span class=""txt txt_14 txt_17Lg txt_colorSlate6 hidden-lgplus-down"">Email Sign Up</span>


        
  
  <svg class=""icon icon_mail icon_20 icon_follower icon_email icon_fillSlate6""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#mail""></use>
  </svg>


    </button>


              
  <a class=""btn btn_utility btn-login hidden-sm-down js-modal-trigger"" href=""/samllogin"">
      
  <span class=""txt txt_14 txt_17Lg txt_colorSlate6 hidden-lgplus-down"">Log In</span>


        
  
  <svg class=""icon icon_user-profile-circle icon_20 icon_fillSlate6""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#user-profile-circle""></use>
  </svg>


    </a>


                      </div>
          <div class=""nav-utility-touchArea nav-utility-touchArea_donateMobile"">
            
  <a class=""btn btn_donate"" href=""/donate"">
      
  
  <svg class=""icon icon_heart icon_20 icon_fillBlue5 hidden-md-up""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#heart""></use>
  </svg>


      
  <span class=""txt txt_14 txt_17Lg txt_bold txt_captitalize txt_colorWhiteMd txt_line17"">Donate Now</span>


      </a>


          </div>
          <div class=""nav-utility-logo"">
            <a href=""/"" class=""nav-utility-logo-link"">
              <span class=""u-visuallyHidden"">Home Page</span>
                              
  
  <svg class=""icon icon_mjff-full icon_full icon_fillOrange3 hidden-sm-down""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#mjff-full""></use>
  </svg>


                              
  
  <svg class=""icon icon_mjff-fox icon_full icon_fillOrange3 hidden-md-up""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#mjff-fox""></use>
  </svg>


                          </a>
          </div>
          <search-vue inline-template v-on:search-value-changed='handleSearchValueChange' :clear-search=""clearSearch"">
            <div class=""hidden-md-up"">
              <form class=""nav-utility-smSearch"" ref=""form"" @submit.prevent=""handleSubmit"" novalidate action=""/search"" method=""get"">
                <input
                  ref=""searchInput""
                  autocomplete=""off""
                  name=""query""
                  value=""""
                  class=""nav-utility-searchField""
                  type=""text""
                  placeholder=""Search""
                  @click=""isActive = true""
                  @keydown.down.prevent=""handleToggleKeydown""
                  v-bind:value=""search""
                  v-on:input=""search = $event.target.value""
                  @input=""$emit('search-value-changed', search)""
                  aria-label=""Search field""
                >
                <button class=""nav-utility-searchButton"" @click=""handleSubmit"" type=""submit"" aria-label=""Search"">
                  
  
  <svg class=""icon icon_search icon_20""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#search""></use>
  </svg>


                </button>
              </form>
              <div v-cloak v-if=""search !== '' && filterSearch.length"" class=""nav-utility-search-results"">
                
  <div class=""box box_bottom2 box_top3 box_left1"">
      
  <span class=""txt txt_14 txt_17Xl txt_colorSlate5 txt_line14 txt_semiBold"">Are you looking for:</span>


    
</div>


                
  <ul class=""vList vList_2"" ref=""list"" @keydown.down.prevent=""currentIndex++"" @keydown.up.prevent=""currentIndex--"">
      <li v-for=""(result, index) in filterSearch.slice(0 , 7)"" @click=""handleItemSelected"">
              
  <a class=""link link_highlight"" href=""#"">
    
      
  <span class=""txt txt_19 txt_22Xl txt_colorBlue5 txt_medium"">${result.term}</span>


    </a>


            
    </li>
  </ul>


              </div>
            </div>
          </search-vue>
          <div class=""nav-utility-touchArea nav-utility-touchArea_donate"">
            
  <a class=""btn btn_donate"" href=""/donate"">
      
  
  <svg class=""icon icon_heart icon_20 icon_fillBlue5 hidden-md-up""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#heart""></use>
  </svg>


      
  <span class=""txt txt_14 txt_17Lg txt_bold txt_captitalize txt_colorWhiteMd txt_line17"">Donate Now</span>


      </a>


          </div>
          <div class=""nav-utility-touchArea nav-utility-touchArea_menu hidden-md-up"" @click=""handleClick"" @keydown.enter.space=""handleClick"" tabindex=""0"">
            <span class=""nav-utility-menuIcon""></span>
            <div class=""nav-utility-menuLabel nav-utility-menuLabel_open"">
              
  <span class=""txt txt_14 txt_bold txt_captitalize txt_colorSlate6 txt_line17"">Menu</span>


            </div>
            <div v-if=""!searchHasValue"" class=""nav-utility-menuLabel nav-utility-menuLabel_close"">
              
  <span class=""txt txt_14 txt_bold txt_captitalize txt_colorSlate6 txt_line17"">Close</span>


            </div>
            <div v-if=""searchHasValue"" class=""nav-utility-menuLabel nav-utility-menuLabel_clear"">
              
  <span class=""txt txt_14 txt_bold txt_captitalize txt_colorSlate6 txt_line17"">Clear</span>


            </div>
          </div>
        </div>
        <div v-if=""showDiv"" class=""view-library-options"">
          <bookmark-menu-vue inline-template>
  <div class=""bookmark-menu-pop-up"">
    <div class=""bookmark-menu-pop-up__cta-container"">
            
  <a class=""link pop-up-menu-link"" href=""/user/login"">
      <span class=""link-icon link-icon_back"">
      
  
  <svg class=""icon icon_user user icon_13 icon_16Lg""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#user""></use>
  </svg>


    </span>
    My Profile
    </a>


            
  <a class=""link pop-up-menu-link"" href=""/user/login"">
      <span class=""link-icon link-icon_back"">
      
  
  <svg class=""icon icon_bookmarks bookmarks icon_13 icon_16Lg""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#bookmarks""></use>
  </svg>


    </span>
    My Parkinson’s Library
    </a>


              
  <a class=""link pop-up-menu-link"" href=""/user/login"">
      <span class=""link-icon link-icon_back"">
      
  
  <svg class=""icon icon_logout logout icon_13 icon_16Lg""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#logout""></use>
  </svg>


    </span>
    Log In
    </a>


                </div>
  </div>
</bookmark-menu-vue>

        </div>
        <nav class=""nav-flyout"" ref=""flyout"" aria-labelledby=""main-nav-label"" tabindex=""0"">
          <h2 id=""main-nav-label"" class=""visually-hidden"">Main navigation</h2>
          <ul class=""nav-primary"" :class=""{'nav-primary_expanded': expandedPrimaryItem !== null}"">
                                                      <li class=""nav-primary-item "" :class=""{'nav-primary-item_expanded': expandedPrimaryItem === -88 }"" @mouseenter=""handlePrimaryItemMouseEvent(-88)"" @mouseleave=""handlePrimaryItemMouseEvent(null)"">
                <button ref=""primaryItem-88"" class=""nav-primary-link"" @click=""handlePrimaryLinkEvent(-88, $event)"" v-on:touchstart=""handlePrimaryLinkEvent(-88, $event)"">
                  <span class=""nav-primary-link-inner"">
                      
  <span class=""txt txt_19 txt_17Md txt_19Lg txt_22Xl txt_medium"">Why We Exist</span>



                    
  
  <svg class=""icon icon_chevron-medium icon_16 icon_follower icon_pullUp icon_rotate90Md icon_fillSlate6""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#chevron-medium""></use>
  </svg>


                  </span>
                </button>
                                  <div class=""nav-secondary"" ref=""secondary-88"">
                    <div class=""nav-secondary-inner"">
                      <a class=""nav-secondary-back"" href=""#"" @keydown.enter.space=""handleBackClick(-88, $event)"" @click.prevent=""expandedPrimaryItem = null"">
                        
  
  <svg class=""icon icon_chevron-medium icon_16 icon_fillOrange3 icon_rotate180""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#chevron-medium""></use>
  </svg>


                          
  <span class=""txt txt_bold txt_14"">Why We Exist</span>



                      </a>
                      <div class=""nav-secondary-categories"">
                                                  <div class=""nav-secondary-category"">
                                                          <p class=""nav-secondary-label"">  
  <span class=""txt txt_bold txt_14"">Our Mission</span>


</p>
                                                        <ul class=""nav-secondary-items"">
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/our-promise"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Our Promise</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/our-impact"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Our Impact</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/our-agenda"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Our Agenda</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/michaels-story"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Michael's Story</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/current-partnerships"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Current Partnerships</span>


</a>
                                </li>
                                                          </ul>
                          </div>
                                                  <div class=""nav-secondary-category"">
                                                          <p class=""nav-secondary-label"">  
  <span class=""txt txt_bold txt_14"">Parkinson's Research</span>


</p>
                                                        <ul class=""nav-secondary-items"">
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/state-field"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">The State of the Field</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/our-research-strategy"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Our Research Strategy</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/key-research-initiatives"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Key Research Initiatives</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/parkinsons-biomarkers"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Parkinson’s Biomarkers</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/prizes"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Prizes</span>


</a>
                                </li>
                                                          </ul>
                          </div>
                                                                      </div>
                    </div>
                  </div>
                              </li>
                                                      <li class=""nav-primary-item "" :class=""{'nav-primary-item_expanded': expandedPrimaryItem === -87 }"" @mouseenter=""handlePrimaryItemMouseEvent(-87)"" @mouseleave=""handlePrimaryItemMouseEvent(null)"">
                <button ref=""primaryItem-87"" class=""nav-primary-link"" @click=""handlePrimaryLinkEvent(-87, $event)"" v-on:touchstart=""handlePrimaryLinkEvent(-87, $event)"">
                  <span class=""nav-primary-link-inner"">
                      
  <span class=""txt txt_19 txt_17Md txt_19Lg txt_22Xl txt_medium"">Understanding Parkinson's</span>



                    
  
  <svg class=""icon icon_chevron-medium icon_16 icon_follower icon_pullUp icon_rotate90Md icon_fillSlate6""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#chevron-medium""></use>
  </svg>


                  </span>
                </button>
                                  <div class=""nav-secondary"" ref=""secondary-87"">
                    <div class=""nav-secondary-inner"">
                      <a class=""nav-secondary-back"" href=""#"" @keydown.enter.space=""handleBackClick(-87, $event)"" @click.prevent=""expandedPrimaryItem = null"">
                        
  
  <svg class=""icon icon_chevron-medium icon_16 icon_fillOrange3 icon_rotate180""  focusable=""false"" aria-hidden=""true"">
    <use xlink:href=""/themes/custom/fox/assets/icons/sprites/icons.svg#chevron-medium""></use>
  </svg>


                          
  <span class=""txt txt_bold txt_14"">Understanding Parkinson's</span>



                      </a>
                      <div class=""nav-secondary-categories"">
                                                  <div class=""nav-secondary-category"">
                                                          <p class=""nav-secondary-label"">  
  <span class=""txt txt_bold txt_14"">About Parkinson's</span>


</p>
                                                        <ul class=""nav-secondary-items"">
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/parkinsons-101"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Parkinson's 101</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/causes"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Causes</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/symptoms"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Symptoms</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/medications-treatments"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Medications & Treatments</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/related-conditions"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Related Conditions</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/news/early-onset-parkinsons-disease"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Early-Onset</span>


</a>
                                </li>
                                                          </ul>
                          </div>
                                                  <div class=""nav-secondary-category"">
                                                          <p class=""nav-secondary-label"">  
  <span class=""txt txt_bold txt_14"">The Parkinson's Journey</span>


</p>
                                                        <ul class=""nav-secondary-items"">
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/resources-people-newly-diagnosed-parkinsons"">  
  <span class=""txt txt_medium txt_19 txt_17Md txt_19Lgp"">Newly Diagnosed Resources</span>


</a>
                                </li>
                                                              <li class=""nav-secondary-item"">
                                  <a class=""nav-secondary-link"" href=""/parkinsons-360"">  
